name;Ca;dCa;Co;dCo;Cu;dCu;Fe;dFe;Ni;dNi;Описание;is_solid;id;tags;status_id;is_solution;last_normalized;sample_mass;Sc;dSc;repeat_number;method_number;created_at;priority;series_base;is_series;V (ml);Плотность;Масса твердого (g);pH;Eh;Масса навески (g);Объем р-ра H2SO4 (ml);Масса железных окатышей (g);merge_date;Al;Mg;dZn;merged_from;dMg;dCd;Pb;dSi;Zn;dS;dMn;Si;Mn;dPb;Cd;S;dAl;last_mass_volume_update;mass_volume_source;Разбавление;Ru;mIr;mAl;K;Ag;mSc;mCu;Ir;mPt;mAu;mCl;mFe;Os;mRh;Cl;mCa;Rh;Pd;mNi;mCd;mRu;mK;Mo;mZn;V_aliq (l);last_mass_recalculation;mCo;mMn;Au;mPb;mMo;mOs;mS;mPd;mAg;Pt;mSi;mMg;mEh;C;dC;mC;mass_solid_copied_from_C;last_copy_check;skip_reason;mass_source_for_solid;mass_volume_copy_skipped;;Hg;mHg;volume_calculation_note;mass_calculation_note;Массовая доля CaCO3;Массовая доля Ca(OH)2;Объем суспензии CaCO3;Объем суспензии Ca(OH)2;Pb_MS;Ni_MS;Cu_MS;K_MS;Hg_MS;Co_MS;Rh_MS;Mn_MS;Os_MS;Mo_MS;Zn_MS;Al_MS;Cl_MS;Cd_MS;Ag_MS;Ca_MS;Pd_MS;Au_MS;S_MS;Ru_MS;Fe_MS;Ir_MS;Pt_MS;mPt_MS;mAg_MS;mZn_MS;mFe_MS;mRu_MS;mMo_MS;mRh_MS;mAu_MS;mAl_MS;mCa_MS;mCd_MS;mOs_MS;mPd_MS;mIr_MS;mK_MS;mHg_MS;mMn_MS;mS_MS;mCu_MS;mCl_MS;mCo_MS;mNi_MS;mPb_MS;Mg_AES;Ni_AES;Si_AES;Pb_AES;Fe_AES;Ca_AES;Sc_AES;Al_AES;Zn_AES;S_AES;Co_AES;Cd_AES;Cu_AES;Mn_AES;mMn_AES;mAl_AES;mS_AES;mCd_AES;mSc_AES;mCa_AES;mCo_AES;mSi_AES;mFe_AES;mNi_AES;mPb_AES;mZn_AES;mMg_AES;mCu_AES;flag_rebalance_volume;zero_sample_mass;flag_rebalance_mass;zero_V (ml);Valiq, ml
T2-4A2;19.144;0.0283;0.46;0.0085;0.06;0.005;294;4.572;11.752;0.0801;0;0;619;[];8;0;2026-03-13T14:10:21.935129;187.0867;1.219;0.0096;0;0;0;0;0;0;149.42;1.252086066;52.73338;0;0;0;0;0;0;9.6252;0;0;0;0;0;0.0034;0;0.294;0;0;0;1.356;0;0.0007;240;0;2026-02-03T10:05:45.924173;T2-4C2;10;0.0001;0;12.93177576;0.67;0.0002;1.637766971;0.080611992;0;0;0.000268707;96895.61438;394.9987608;0.0002;0;72120;25.72059958;0;0;15.78920217;0.000940473;0.000134353;0.900167244;0.0031;0.394998761;0.05;2026-02-15T15:31:44.867059;0.618025272;1.821831019;0.0002;0.004568013;0.004164953;0.000268707;322.447968;0;0.000268707;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-4B2;50.21;35.8715;0.0482;0.0156;0.9271;0.0333;685.3667;595.1699;1.5003;0.0585;0;0;620;[];3;0;2026-03-13T14:10:21.935129;52.73338;0.9588;0.0091;0;0;0;0;0;0;149.42;0.352920493;-135.361268;0;0;0.1055;0;0;0;0;0;0;0;0;0.0276;0;1.5415;0;0;0;0;0;1.2468;0;0;0.4172;2026-02-03T10:05:45.924176;T2-4C2;0;0;0;0;0;0;23.96244775;23.17019744;0;0;0;0;17128.76902;0;0;0;1254.854507;0;0;37.49568247;0;0;0;0;0;0.05;2026-02-15T15:31:44.867137;1.204620339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.97;1.4657;12.2;0.9584;1072;25.365;0.9588;22.055;26.32;192.3;0.0644;0.0202;0.927;0.4831;12.07369473;551.2012777;4805.985296;0.504840889;23.96244775;633.9252055;1.609492736;304.9039033;26791.55609;36.63095501;23.9524509;657.7926832;324.1478382;23.16769823;0;0;0;0;0
T2-9A1;49.569;33.7926;1.0777;0.5959;0.1014;0.0268;628;17.6777;29.886;0.265;0;0;621;[];3;0;2026-03-13T14:10:21.935129;194.49;0.9889;0.0047;0;0;0;0;0;0;149.44;1.301458779;63.07;0;0;0;0;0;0;29.716;125;0.1459;0;17.7555;0.0363;0.0002;1.3024;0.6232;14.5083;0.4184;10.1553;3.426;1.2388;0.0014;584.3;0.2166;2026-02-03T10:05:45.924464;T2-9C1;10;0.0002;0;39.0527672;0.701;0.0001;1.29961238;0.13325988;0;0;0;341.692;825.3176;0;0;260;65.1435798;0;0;39.2761812;0.00183988;0.00026284;0.9212542;0.0086;0.81900944;0.05;2026-02-15T15:31:44.867218;1.41631334;4.5024492;0;0.00026284;0.01130212;0;767.88706;0;0.00013142;0;13.34609526;164.275;0;1.714;0.0367;2.2525388;0;0;0;0;0;;0;0;0;0;0;0;0;0;0.0002;29.886;0.1014;0.701;0;1.0777;0;3.426;0;0.0086;0.6232;29.716;260;0.0014;0.0001;49.569;0;0;584.3;0.0002;628;0;0;0;0.00013142;0.81900944;825.3176;0.00026284;0.01130212;0;0;39.0527672;65.1435798;0.00183988;0;0;0;0.9212542;0;4.5024492;767.88706;0.13325988;341.692;1.41631334;39.2761812;0.00026284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-9A2;50.76;33.6936;1.1102;0.5953;0.1077;0.0266;652;14.8492;30.533;0.51;0;0;622;[];3;0;2026-03-13T14:10:21.935129;195.8;0.9829;0.0054;0;0;0;0;0;0;149.53;1.309436234;64.778;0;0;0;0;0;0;30.5705;126;0.1446;0;18.1726;0.0359;0.0007;1.1683;0.6329;12.9384;0.414;10.5393;3.535;1.2365;0.0015;604.8;0.245;2026-02-03T10:05:45.924473;T2-9C2;10;0.0002;0;40.05408051;0.821;0.0004;1.287815238;0.141110694;0;0;0;368.17182;854.26344;0;0;281;66.5067672;0;0;40.00494726;0.00196533;0.000262044;1.07569062;0.0088;0.829238238;0.05;2026-02-15T15:31:44.867300;1.454606244;4.6316277;0;0.000917154;0.011529936;0;792.421056;0;0.000524088;0;13.80880165;165.08772;0;1.7143;0.0371;2.246110146;0;0;0;0;0;;0.0001;0.000131022;0;0;0;0;0;0;0.0007;30.533;0.1077;0.821;0.0001;1.1102;0;3.535;0;0.0088;0.6329;30.5705;281;0.0015;0.0004;50.76;0;0;604.8;0.0002;652;0;0;0;0.000524088;0.829238238;854.26344;0.000262044;0.011529936;0;0;40.05408051;66.5067672;0.00196533;0;0;0;1.07569062;0.000131022;4.6316277;792.421056;0.141110694;368.17182;1.454606244;40.00494726;0.000917154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L9P9F9A1;49.836;42.1931;0.26;0.2846;0.0222;0.0166;1476;4.9497;4.318;0.2155;0;0;623;[];3;0;2026-03-13T14:10:21.935129;459.2;0.9348;0.0089;0;0;0;0;0;0;466.6;0.984140592;-10.36;0;0;0;0;0;0;3.7102;122.6;0.1324;0;14.0007;0.0982;0.0003;5.9572;0.2309;131.1945;1.8465;21.71;2.021;3.2569;0.0003;1036.3;0.1731;2026-02-03T10:05:45.924480;T2-L9P9F9C1;10;0.0001;0;17.3117932;0.189;0.0001;4.3617768;0.1035852;0;0;0;933.2;6887.016;0;0;200;232.534776;0;0;20.147788;0.0013998;0.0004666;0.881874;0.0017;1.0773794;0.05;2026-02-15T15:31:44.867375;1.21316;9.429986;0;0.0013998;0.0079322;0;4835.3758;0;0.0004666;0;101.29886;572.0516;0;0.4771;0.0276;2.2261486;0;0;0;0;0;;0.0001;0.0004666;Скопирован из T2-L9P9A1;0;0;0;0;0;0.0003;4.318;0.0222;0.189;0.0001;0.26;0;2.021;0;0.0017;0.2309;3.7102;200;0.0003;0.0001;49.836;0;0;1036.3;0.0001;1476;0;0;0;0.0004666;1.0773794;6887.016;0.0004666;0.0079322;0;0;17.3117932;232.534776;0.0013998;0;0;0;0.881874;0.0004666;9.429986;4835.3758;0.1035852;933.2;1.21316;20.147788;0.0013998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;True;0;0;466.6;0
T2-L9P9F9A2;51.901;42.7375;0.2994;0.317;0.0114;0.005;1713;84.8528;5.164;0.0732;0;0;624;[];3;0;2026-03-13T14:10:21.935129;450.82;0.914;0.0041;0;0;0;0;0;0;478.14;0.942861923;-38.248;0;0;0;0;0;0;5.0866;124;0.1675;0;12.7279;0.1169;0.0001;6.378;0.268;174.7064;2.0465;25.6033;2.261;3.6821;0.0006;1164.2;0.2253;2026-02-03T10:05:45.924488;T2-L9P9F9C2;10;0;0;24.32106924;0.183;0.0001;4.3701996;0.05450796;0;0;0;970.6242;8190.5382;0;0;203;248.1594414;0;0;24.6911496;0.00286884;0;0.8749962;0.0019;1.2814152;0.05;2026-02-15T15:31:44.867450;1.43155116;10.8107454;0;0.00047814;0.00908466;0;5566.50588;0;0.00047814;0;122.4196186;592.8936;0;0.5309;0.0316;2.53844526;0;0;0;0;0;;0.0001;0.00047814;Скопирован из T2-L9P9A2;0;0;0;0;0;0.0001;5.164;0.0114;0.183;0.0001;0.2994;0;2.261;0;0.0019;0.268;5.0866;203;0.0006;0.0001;51.901;0;0;1164.2;0;1713;0;0;0;0.00047814;1.2814152;8190.5382;0;0.00908466;0;0;24.32106924;248.1594414;0.00286884;0;0;0;0.8749962;0.00047814;10.8107454;5566.50588;0.05450796;970.6242;1.43155116;24.6911496;0.00047814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;True;0;0;478.14;0
T2-L9P9F9Z1;47.939;38.0918;0.1914;0.2052;0.0059;0.0025;1054;24.7487;3.011;0.0501;0;0;625;[];3;0;2026-03-13T14:10:21.935129;0;0.9439;0.0047;0;0;0;0;0;0;190;0;-266;0;0;0;0;0;0;0.638;81.46;0.0962;0;3.4012;0.0709;0.0002;7.8193;0.1505;40.501;1.233;7.2773;1.419;2.3673;0.0001;724.6;0.0847;0;0;10;0;0;1.2122;0.193;0.0001;1.79341;0.01121;0;0;0;176.7;2002.6;0;0;93;91.0841;0;0;5.7209;0.00019;0;0.3667;0.0011;0.28595;0.05;2026-02-15T15:31:44.867532;0.36366;2.6961;0;0.00038;0.00209;0;1376.74;0;0.00019;0;13.82687;154.774;0;0.3454;0.0181;0.65626;0;0;0;0;0;;0;0;0;0;0;0;0;0;0.0002;3.011;0.0059;0.193;0;0.1914;0;1.419;0;0.0011;0.1505;0.638;93;0.0001;0.0001;47.939;0;0;724.6;0;1054;0;0;0;0.00019;0.28595;2002.6;0;0.00209;0;0;1.2122;91.0841;0.00019;0;0;0;0.3667;0;2.6961;1376.74;0.01121;176.7;0.36366;5.7209;0.00038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L9P9F9Z2;47.364;38.5656;0.2056;0.2282;0.0077;0.0042;1127;43.8406;3.561;0.0751;0;0;626;[];3;0;2026-03-13T14:10:21.935129;0;0.93;0.0041;0;0;0;0;0;0;146;0;-204.4;0;0;0;0;0;0;2.6438;87.52;0.1104;0;3.4436;0.0815;0.0002;8.3578;0.1818;57.1664;1.4041;9.3473;1.481;2.696;0.0003;807.8;0.1132;0;0;10;0;0;3.859948;11.181;0.0001;1.3578;0.011242;0;0;0;188.34;1645.42;0;0;129;69.15144;0;0;5.19906;0.000438;0;16.32426;0.0013;0.265428;0.05;2026-02-15T15:31:44.867609;0.300176;2.16226;0;0.000292;0.001898;0;1179.388;0;0.000146;0;13.647058;127.7792;0;0.3845;0.0192;0.56137;0;0;0;0;0;;0;0;0;0;0;0;0;0;0.0002;3.561;0.0077;11.181;0;0.2056;0;1.481;0;0.0013;0.1818;2.6438;129;0.0003;0.0001;47.364;0;0;807.8;0;1127;0;0;0;0.000146;0.265428;1645.42;0;0.001898;0;0;3.859948;69.15144;0.000438;0;0;0;16.32426;0;2.16226;1179.388;0.011242;188.34;0.300176;5.19906;0.000292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L9A1;41.794;41.6132;0.6488;0.7604;4.6022;0.3606;5288;0.1285;18.591;0.5133;0;0;627;[];3;0;2026-03-13T14:10:21.935129;321.45;0.7829;0.009;0;0;0;0;0;0;217;1.481336406;146.23;0;0;0;0;0;0;149.4978;190.1;0.0007;0;0.0174;0.5012;0.123;45.5486;0.5968;4187.3367;8.0602;37.7117;3.961;13.3812;0.0026;8094.1;13.335;2026-02-03T10:05:45.924496;T2-L9C1;10;0.0071;0.002604;324.410226;12.339;0.0113;1.698893;9.986774;0.0012;0.000217;0;329.84;11474.96;0.0007;0.003255;152;90.69298;0.0015;0.0019;40.34247;0.005642;0.015407;26.77563;0.0305;1.295056;0.05;2026-02-15T15:31:44.867684;1.407896;8.59537;0;0.26691;0.066185;0.001519;17564.197;0.004123;0.024521;0.0001;81.834389;412.517;0;0.0013;0;0.002821;0;0;0;0;0;;0.0001;0.000217;149.44 + 67.56 H2SO4;0;0;0;0;0;0.123;18.591;4.6022;12.339;0.0001;0.6488;0.0015;3.961;0.0007;0.0305;0.5968;149.4978;152;0.0026;0.0113;41.794;0.0019;0;8094.1;0.0071;5288;0.0012;0.0001;0.000217;0.024521;1.295056;11474.96;0.015407;0.066185;0.003255;0;324.410226;90.69298;0.005642;0.001519;0.004123;0.002604;26.77563;0.000217;8.59537;17564.197;9.986774;329.84;1.407896;40.34247;0.26691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L9A2;41.852;42.0658;0.6296;0.7465;4.5641;0.3606;5241;0.0558;17.799;0.7554;0;0;628;[];3;0;2026-03-13T14:10:21.935129;324.6;0.7888;0.0109;0;0;0;0;0;0;218.94;1.482597972;147.924;0;0;0;0;0;0;148.0036;194.1;0.0007;0;0.0196;0.4831;0.1305;45.22;0.5936;4107.2535;7.8226;35.4427;3.962;12.7704;0.0025;7780.4;13.7579;2026-02-03T10:05:45.924505;T2-L9C2;10;0.007;0.00262728;324.0390818;12.998;0.0116;1.72699872;9.99264054;0.0012;0.00021894;0.00021894;278.0538;11474.6454;0.0007;0.0032841;127;91.6307688;0.0015;0.0019;38.9691306;0.0054735;0.0153258;28.4578212;0.0295;1.29962784;0.05;2026-02-15T15:31:44.867758;1.37844624;8.6744028;0.0001;0.2857167;0.0645873;0.00153258;17034.40776;0.00415986;0.02539704;0.0001;77.59824738;424.96254;0;0.0012;0;0.00262728;0;0;0;0;0;;0.0002;0.00043788;149.53 + 69.41 H2SO4;0;0;0;0;0;0.1305;17.799;4.5641;12.998;0.0002;0.6296;0.0015;3.962;0.0007;0.0295;0.5936;148.0036;127;0.0025;0.0116;41.852;0.0019;0.0001;7780.4;0.007;5241;0.0012;0.0001;0.00021894;0.02539704;1.29962784;11474.6454;0.0153258;0.0645873;0.0032841;0.00021894;324.0390818;91.6307688;0.0054735;0.00153258;0.00415986;0.00262728;28.4578212;0.00043788;8.6744028;17034.40776;9.99264054;278.0538;1.37844624;38.9691306;0.2857167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L9P9F9N9A1;54.618;39.6333;0.0155;0.0034;0.004;0.001;8;0.1273;0.012;0.0006;0;0;629;[];3;0;2026-03-13T14:10:21.935129;0;0.9831;0.0078;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0226;67.44;0.0007;0;4.3487;0.0003;0.0005;0.0146;0.0058;2.442;0.0068;0.0916;0.143;0.0361;0;77.3;0.005;2026-02-03T10:05:45.924512;T2-L9P9F9N9C1;10;0;0;0;4.401;0.0001;0;0;0;0;0;0;0;0;0;155;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0244;0.0004;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0.0005;0.012;0.004;4.401;0;0.0155;0;0.143;0;0;0.0058;0.0226;155;0;0.0001;54.618;0;0;77.3;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L9P9F9N9A2;56.475;40.7081;0.016;0.0031;0.002;0.0009;8;0.0495;0.015;0.0006;0;0;630;[];3;0;2026-03-13T14:10:21.935129;0;0.9937;0.0039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0826;49.31;0.0005;0;1.8668;0.0003;0.0002;0.0354;0.002;2.1825;0.0002;0.2164;0.089;0.0321;0;60;0.0055;2026-02-03T10:05:45.924519;T2-L9P9F9N9C2;10;0;0;0;5.942;0.0001;0;0;0;0;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0244;0.0007;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0.0002;0.015;0.002;5.942;0;0.016;0;0.089;0;0;0.002;0.0826;140;0;0.0001;56.475;0;0;60;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L9P9F9N9G1;44.26;31.4804;0.0168;0.0024;0.0019;0.0006;8;0.0071;0.014;0.0009;0;0;631;[];3;0;2026-03-13T14:10:21.935129;0;0.9818;0.0057;0;0;0;0;0;0;120;0;-168;0;0;0;0;0;0;0.0296;61.28;0.0005;0;2.885;0.0003;0.0001;0.0112;0.0063;1.8448;0.0071;0.0786;0.141;0.0363;0;62.9;0.0063;0;0;10;0;0;0.03552;4.272;0.0001;1.17816;0.00228;0;0;0;226.8;9.6;0;0;189;53.112;0;0;0.0168;0;0;5.1264;0;0.00756;0.05;2026-02-15T15:31:44.867846;0.02016;0.1692;0;0.00012;0;0;75.48;0;0.00012;0;0.09432;73.536;0;0.024;0.0008;0.0288;0;0;0;0;0;;0;0;0;0;0;0;0;0;0.0001;0.014;0.0019;4.272;0;0.0168;0;0.141;0;0;0.0063;0.0296;189;0;0.0001;44.26;0;0;62.9;0;8;0;0;0;0.00012;0.00756;9.6;0;0;0;0;0.03552;53.112;0;0;0;0;5.1264;0;0.1692;75.48;0.00228;226.8;0.02016;0.0168;0.00012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L9P9F9N9G2;49.659;36.6211;0.0164;0.0069;0.002;0.0016;14;0.1556;0.052;0.001;0;0;632;[];3;0;2026-03-13T14:10:21.935129;0;0.9849;0.0037;0;0;0;0;0;0;120;0;-168;0;0;0;0;0;0;0.0272;52.37;0.0009;0;2.086;0.0008;0.0003;0.0678;0.0082;2.1079;0.0113;0.1293;0.062;0.0351;0;61.4;0.0069;0;0;10;0;0;0.03264;5.401;0.0001;1.18188;0.0024;0;0;0;196.8;16.8;0;0;164;59.5908;0;0;0.0624;0;0;6.4812;0;0.00984;0.05;2026-02-15T15:31:44.867924;0.01968;0.0744;0;0.00036;0;0;73.68;0;0.00012;0;0.15516;62.844;0;0.0269;0.0007;0.03228;0;0;0;0;0;;0;0;0;0;0;0;0;0;0.0003;0.052;0.002;5.401;0;0.0164;0;0.062;0;0;0.0082;0.0272;164;0;0.0001;49.659;0;0;61.4;0;14;0;0;0;0.00012;0.00984;16.8;0;0;0;0;0.03264;59.5908;0;0;0;0;6.4812;0;0.0744;73.68;0.0024;196.8;0.01968;0.0624;0.00036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L9P9A1;60.026;53.5492;0.3671;0.4035;0.0197;0.0105;2013;193.7473;3.707;0.1223;0;0;633;[];3;0;2026-03-13T14:10:21.935129;577.99;0.9109;0.0043;0;0;0;0;0;0;466.6;1.238726961;155.946;0;0;0;0;0;0;2.6417;159.9;0.1911;0;22.4153;0.1479;0.0004;13.6283;0.3149;298.1649;2.6746;20.2233;2.646;4.7136;0.0006;1374.6;0.2034;2026-02-03T10:05:45.924526;T2-L9P9C1;10;0;0;12.3261722;0.261;0.0001;4.2502594;0.0919202;0;0;0;975.194;9392.658;0;0;209;280.081316;0;0;17.296862;0.0027996;0;1.217826;0.0016;1.4693234;0.05;2026-02-15T15:31:44.867999;1.7128886;12.346236;0;0.0018664;0.0074656;0;6413.8836;0;0.0004666;0;94.3619178;746.0934;0;0.6787;0.0351;3.1668142;0;0;0;0;0;;0;0;217.0 + 249.60 (жидкая фаза суспензии);0;0;0;0;0;0.0004;3.707;0.0197;0.261;0;0.3671;0;2.646;0;0.0016;0.3149;2.6417;209;0.0006;0.0001;60.026;0;0;1374.6;0;2013;0;0;0;0.0004666;1.4693234;9392.658;0;0.0074656;0;0;12.3261722;280.081316;0.0027996;0;0;0;1.217826;0;12.346236;6413.8836;0.0919202;975.194;1.7128886;17.296862;0.0018664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;True;0;0;466.6;0
T2-L9P9A2;50.649;46.0185;0.3489;0.4218;0.0234;0.0126;1991;28.2843;3.232;0.1183;0;0;634;[];3;0;2026-03-13T14:10:21.935129;599.29;0.9098;0.0068;0;0;0;0;0;0;478.14;1.253377672;169.61;0;0;0;0;0;0;3.6489;162.9;0.1923;0;22.8395;0.1519;0.0002;12.5607;0.3154;329.0638;2.7815;23.75;2.594;4.6832;0.0007;1392;0.2536;2026-02-03T10:05:45.924535;T2-L9P9C2;10;0;0;17.44685046;0.178;0.0001;4.35011772;0.11188476;0;0;0;1008.8754;9519.7674;0;0;211;242.1731286;0;0;15.4534848;0.00334698;0;0.8510892;0.0015;1.50805356;0.05;2026-02-15T15:31:44.868074;1.66823046;12.4029516;0;0.00095628;0.0071721;0;6655.7088;0;0.00047814;0;113.55825;778.89006;0;0.7107;0.0355;3.39814098;0;0;0;0;0;;0.0002;0.00095628;218.94 + 259.20 (жидкая фаза суспензии);0;0;0;0;0;0.0002;3.232;0.0234;0.178;0.0002;0.3489;0;2.594;0;0.0015;0.3154;3.6489;211;0.0007;0.0001;50.649;0;0;1392;0;1991;0;0;0;0.00047814;1.50805356;9519.7674;0;0.0071721;0;0;17.44685046;242.1731286;0.00334698;0;0;0;0.8510892;0.00095628;12.4029516;6655.7088;0.11188476;1008.8754;1.66823046;15.4534848;0.00095628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;True;0;0;478.14;0
T2-6C2;0;0;0;0;0;0;0;0;0;0;0;0;635;[];3;0;2026-03-13T14:10:21.935129;182.44;0;0;0;0;26.01.2026 13:20;0;0;0;149.36;1.221478307;46.312;3.67;314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L6C2;0;0;0;0;0;0;0;0;0;0;0;0;636;[];3;0;2026-03-13T14:10:21.935129;272.6;0;0;0;0;26.01.2026 13:56;0;0;0;198.36;1.374269006;103.936;0;0;0;49.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-10A1;55.507;0.4243;1.846;0.014;0.241;0.0229;1204.5;31.8198;44.76;0.0819;0;0;637;[];3;0;2026-03-13T14:10:21.935129;192.89;0.9598;0.0089;0;0;0;0;0;0;149.61;1.289285476;60.592;0;0;0;0;0;0;48.034;108.395;0.1576;0;11.8865;0.0083;0.0028;0.3089;1.048;14.7956;0.0632;9.4513;5.824;1.4783;0.003;898;1.025;2026-02-03T10:05:45.924542;T2-10C1;10;0.0003;0;63.54802132;0.843;0.0002;1.269796204;0.31883818;0;0;0;0;1593.52941;0;0;0;73.43465086;0;0;59.2165848;0.00396894;0.000396894;1.11527214;0.0154;1.38648304;0.05;2026-02-15T15:31:44.868159;2.44222108;7.70503552;0;0.003704344;0.020373892;0;1188.03604;0;0.000264596;0;12.50388087;143.4044171;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0.0028;54.985;0.382;0.843;0;1.846;3.80E-05;5.824;1.80E-05;0.015407;1.048;48.034;0;0.00303;0.00016;55.507;2.00E-05;4.00E-06;0;0.00034;1248;6.00E-06;3.00E-06;3.97E-06;0.000211677;1.38648304;1651.07904;0.000449813;0.020383153;5.03E-05;5.29E-06;63.54802132;73.43465086;0.004008629;2.38E-05;2.65E-05;7.94E-06;1.11527214;0;7.70503552;0;0.50537836;0;2.44222108;72.7440553;0.003704344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
